pid,vid,sid,mode,compile,dev_test,reg_test
Lang,18,2,mem,1,0,0
Lang,18,3,mem,0,0,0
Lang,18,4,mem,0,0,0
Lang,18,5,mem,0,0,0
Lang,26,1,normal,1,1,1
Lang,26,2,normal,1,1,1
Lang,26,3,normal,1,1,1
Lang,26,4,normal,1,1,1
Lang,26,5,normal,0,0,0
Lang,26,1,time,0,0,0
Lang,26,2,time,0,0,0
Lang,26,3,time,1,1,1
Lang,26,4,time,1,0,0
Lang,26,5,time,1,0,1
Lang,26,1,mem,0,0,0
Lang,26,2,mem,0,0,0
Lang,26,3,mem,0,0,0
Lang,26,4,mem,0,0,0
Lang,26,5,mem,0,0,0
Lang,28,1,normal,1,0,0
Lang,28,2,normal,1,1,1
Lang,28,3,normal,1,1,1
Lang,28,4,normal,1,1,1
Lang,28,5,normal,0,0,0
Lang,28,1,time,0,0,0
Lang,28,2,time,1,1,1
Lang,28,3,time,1,1,1
Lang,28,4,time,0,0,0
Lang,28,5,time,1,0,0
Lang,28,1,mem,1,1,1
Lang,28,2,mem,0,0,0
Lang,28,3,mem,1,1,1
Lang,28,4,mem,1,1,1
Lang,28,5,mem,0,0,0
Lang,29,1,normal,1,1,1
Lang,29,2,normal,1,1,1
Lang,29,3,normal,1,1,1
Lang,29,4,normal,1,1,1
Lang,29,5,normal,1,1,1
Lang,29,1,time,1,0,0
Lang,29,2,time,1,1,1
Lang,29,3,time,1,1,1
Lang,29,4,time,1,1,1
Lang,29,5,time,1,1,1
Lang,29,1,mem,1,1,1
Lang,29,2,mem,1,1,1
Lang,29,3,mem,1,1,1
Lang,29,4,mem,1,1,1
Lang,29,5,mem,1,1,1
Lang,31,1,normal,1,1,1
Lang,31,2,normal,1,1,1
Lang,31,3,normal,1,1,1
Lang,31,4,normal,1,1,1
Lang,31,5,normal,1,1,1
Lang,31,1,time,1,1,1
Lang,31,2,time,1,1,1
Lang,31,3,time,1,1,1
Lang,31,4,time,1,1,1
Lang,31,5,time,1,1,1
Lang,31,1,mem,1,1,1
Lang,31,2,mem,1,1,1
Lang,31,3,mem,1,1,1
Lang,31,4,mem,1,0,0
Lang,31,5,mem,1,1,1
Lang,33,1,normal,1,1,1
Lang,33,2,normal,1,1,1
Lang,33,3,normal,1,1,1
Lang,33,4,normal,1,1,1
Lang,33,5,normal,1,0,1
Lang,33,1,time,1,1,1
Lang,33,2,time,1,1,1
Lang,33,3,time,1,1,1
Lang,33,4,time,1,1,1
Lang,33,5,time,1,1,1
Lang,33,1,mem,1,1,1
Lang,33,2,mem,1,1,1
Lang,33,3,mem,1,1,1
Lang,33,4,mem,1,1,1
Lang,33,5,mem,1,1,1
Lang,39,1,normal,1,1,1
Lang,39,2,normal,1,1,1
Lang,39,3,normal,1,1,1
Lang,39,4,normal,1,1,1
Lang,39,5,normal,1,1,1
Lang,39,1,time,1,0,0
Lang,39,2,time,0,0,0
Lang,39,3,time,1,0,0
Lang,39,4,time,1,1,1
Lang,39,5,time,0,0,0
Lang,39,1,mem,1,1,1
Lang,39,2,mem,1,1,1
Lang,39,3,mem,1,1,1
Lang,39,4,mem,1,1,1
Lang,39,5,mem,1,1,1
Lang,3,1,normal,1,1,1
Lang,3,2,normal,1,0,1
Lang,3,3,normal,1,0,1
Lang,3,4,normal,1,0,1
Lang,3,5,normal,1,0,0
Lang,3,1,time,1,0,0
Lang,3,2,time,1,0,0
Lang,3,3,time,1,0,0
Lang,3,4,time,1,0,0
Lang,3,5,time,0,0,0
Lang,3,1,mem,0,0,0
Lang,3,2,mem,1,1,1
Lang,3,3,mem,0,0,0
Lang,3,4,mem,0,0,0
Lang,3,5,mem,0,0,0
Lang,40,1,normal,1,0,1
Lang,40,2,normal,1,1,1
Lang,40,3,normal,1,1,1
Lang,40,4,normal,1,1,1
Lang,40,5,normal,0,0,0
Lang,40,1,time,1,0,1
Lang,40,2,time,1,1,1
Lang,40,3,time,1,0,1
Lang,40,4,time,1,1,1
Lang,40,5,time,1,1,1
Lang,40,1,mem,1,1,1
Lang,40,2,mem,1,1,1
Lang,40,3,mem,1,0,1
Lang,40,4,mem,1,0,1
Lang,40,5,mem,1,1,1
Lang,42,1,normal,0,0,0
Lang,42,2,normal,1,1,1
Lang,42,3,normal,1,1,1
Lang,42,4,normal,1,1,1
Lang,42,5,normal,1,1,1
Lang,42,1,time,1,1,1
Lang,42,2,time,1,1,1
Lang,42,3,time,1,1,1
Lang,42,4,time,1,1,1
Lang,42,5,time,1,0,0
Lang,42,1,mem,0,0,0
Lang,42,2,mem,1,1,1
Lang,42,3,mem,1,1,1
Lang,42,4,mem,1,1,1
Lang,42,5,mem,0,0,0
Lang,43,1,normal,1,1,1
Lang,43,2,normal,1,0,1
Lang,43,3,normal,1,1,1
Lang,43,4,normal,1,1,1
Lang,43,5,normal,1,1,1
Lang,43,1,time,1,1,1
Lang,43,2,time,1,1,1
Lang,43,3,time,1,0,1
Lang,43,4,time,1,0,1
Lang,43,5,time,1,1,1
Lang,43,1,mem,1,1,1
Lang,43,2,mem,1,1,1
Lang,43,3,mem,1,0,1
Lang,43,4,mem,1,0,1
Lang,43,5,mem,1,0,1
Lang,44,1,normal,0,0,0
Lang,44,2,normal,1,1,0
Lang,44,3,normal,1,1,1
Lang,44,4,normal,1,1,1
Lang,44,5,normal,1,1,1
Lang,44,1,time,1,1,1
Lang,44,2,time,1,1,0
Lang,44,3,time,1,1,1
Lang,44,4,time,1,1,1
Lang,44,5,time,0,0,0
Lang,44,1,mem,1,1,1
Lang,44,2,mem,1,1,1
Lang,44,3,mem,1,1,1
Lang,44,4,mem,1,1,1
Lang,44,5,mem,1,1,1
Lang,45,1,normal,1,1,1
Lang,45,2,normal,1,1,1
Lang,45,3,normal,1,1,1
Lang,45,4,normal,1,1,1
Lang,45,5,normal,1,1,1
Lang,45,1,time,1,0,0
Lang,45,2,time,1,1,1
Lang,45,3,time,1,1,1
Lang,45,4,time,1,1,1
Lang,45,5,time,1,0,0
Lang,45,1,mem,1,1,1
Lang,45,2,mem,1,1,1
Lang,45,3,mem,1,1,0
Lang,45,4,mem,1,1,1
Lang,45,5,mem,1,1,1
Lang,48,1,normal,0,0,0
Lang,48,2,normal,0,0,0
Lang,48,3,normal,0,0,0
Lang,48,4,normal,0,0,0
Lang,48,5,normal,0,0,0
Lang,48,1,time,0,0,0
Lang,48,2,time,0,0,0
Lang,48,3,time,1,1,1
Lang,48,4,time,0,0,0
Lang,48,5,time,1,0,0
Lang,48,1,mem,0,0,0
Lang,48,2,mem,0,0,0
Lang,48,3,mem,0,0,0
Lang,48,4,mem,0,0,0
Lang,48,5,mem,1,0,1
Lang,49,1,normal,1,1,1
Lang,49,2,normal,1,1,1
Lang,49,3,normal,1,1,1
Lang,49,4,normal,1,1,1
Lang,49,5,normal,1,1,1
Lang,49,1,time,1,1,1
Lang,49,2,time,1,0,0
Lang,49,3,time,1,1,1
Lang,49,4,time,1,1,1
Lang,49,5,time,1,1,1
Lang,49,1,mem,1,0,0
Lang,49,2,mem,1,1,1
Lang,49,3,mem,1,1,1
Lang,49,4,mem,1,0,0
Lang,49,5,mem,1,1,1
Lang,51,1,normal,1,0,0
Lang,51,2,normal,1,0,0
Lang,51,3,normal,1,1,1
Lang,51,4,normal,1,1,1
Lang,51,5,normal,1,1,1
Lang,51,1,time,1,1,1
Lang,51,2,time,1,0,0
Lang,51,3,time,1,1,1
Lang,51,4,time,1,0,0
Lang,51,5,time,1,1,1
Lang,51,1,mem,1,1,1
Lang,51,2,mem,1,0,0
Lang,51,3,mem,1,0,0
Lang,51,4,mem,1,0,0
Lang,51,5,mem,1,1,1
Lang,52,1,normal,1,1,1
Lang,52,2,normal,1,1,1
Lang,52,3,normal,1,1,1
Lang,52,4,normal,1,1,1
Lang,52,5,normal,1,1,1
Lang,52,1,time,1,1,1
Lang,52,2,time,1,1,1
Lang,52,3,time,1,1,1
Lang,52,4,time,1,0,0
Lang,52,5,time,1,1,1
Lang,52,1,mem,1,1,1
Lang,52,2,mem,1,1,1
Lang,52,3,mem,1,1,1
Lang,52,4,mem,1,1,1
Lang,52,5,mem,1,1,1
Lang,54,1,normal,1,0,0
Lang,54,2,normal,1,1,1
Lang,54,3,normal,1,1,1
Lang,54,4,normal,1,1,1
Lang,54,5,normal,1,1,1
Lang,54,1,time,1,0,1
Lang,54,2,time,1,1,0
Lang,54,3,time,1,0,0
Lang,54,4,time,1,0,0
Lang,54,5,time,1,1,1
Lang,54,1,mem,1,1,1
Lang,54,2,mem,1,0,0
Lang,54,3,mem,1,1,1
Lang,54,4,mem,1,0,0
Lang,54,5,mem,1,0,0
Lang,55,1,normal,1,1,1
Lang,55,2,normal,1,0,1
Lang,55,3,normal,1,1,1
Lang,55,4,normal,1,0,1
Lang,55,5,normal,1,1,1
Lang,55,1,time,1,1,1
Lang,55,2,time,1,1,1
Lang,55,3,time,1,1,1
Lang,55,4,time,1,1,1
Lang,55,5,time,1,0,0
Lang,55,1,mem,1,1,1
Lang,55,2,mem,1,0,0
Lang,55,3,mem,1,0,0
Lang,55,4,mem,1,1,1
Lang,55,5,mem,1,0,0
Lang,58,1,normal,1,1,1
Lang,58,2,normal,1,1,1
Lang,58,3,normal,1,1,1
Lang,58,4,normal,1,1,1
Lang,58,5,normal,1,1,1
Lang,58,1,time,1,1,1
Lang,58,2,time,1,1,1
Lang,58,3,time,1,1,1
Lang,58,4,time,1,1,1
Lang,58,5,time,1,1,1
Lang,58,1,mem,0,0,0
Lang,58,2,mem,1,1,1
Lang,58,3,mem,1,1,1
Lang,58,4,mem,0,0,0
Lang,58,5,mem,1,1,1
Lang,59,1,normal,1,0,0
Lang,59,2,normal,1,1,1
Lang,59,3,normal,1,0,0
Lang,59,4,normal,1,1,1
Lang,59,5,normal,1,0,0
Lang,59,1,time,0,0,0
Lang,59,2,time,1,1,1
Lang,59,3,time,1,1,1
Lang,59,4,time,1,1,1
Lang,59,5,time,0,0,0
Lang,59,1,mem,1,0,0
Lang,59,2,mem,0,0,0
Lang,59,3,mem,1,1,1
Lang,59,4,mem,0,0,0
Lang,59,5,mem,1,1,1
Lang,61,1,normal,0,0,0
Lang,61,2,normal,1,1,1
Lang,61,3,normal,1,1,1
Lang,61,4,normal,1,1,1
Lang,61,5,normal,1,1,1
Lang,61,1,time,1,1,1
Lang,61,2,time,0,0,0
Lang,61,3,time,1,1,1
Lang,61,4,time,1,1,1
Lang,61,5,time,1,1,1
Lang,61,1,mem,0,0,0
Lang,61,2,mem,1,1,1
Lang,61,3,mem,1,1,1
Lang,61,4,mem,1,1,1
Lang,61,5,mem,1,1,1
Lang,6,1,normal,1,1,1
Lang,6,2,normal,1,0,1
Lang,6,3,normal,1,0,1
Lang,6,4,normal,1,1,1
Lang,6,5,normal,1,1,1
Lang,6,1,time,1,0,1
Lang,6,2,time,1,0,1
Lang,6,3,time,1,1,1
Lang,6,4,time,1,0,1
Lang,6,5,time,1,0,1
Lang,6,1,mem,1,1,1
Lang,6,2,mem,1,0,1
Lang,6,3,mem,1,1,1
Lang,6,4,mem,1,1,1
Lang,6,5,mem,1,0,1
Lang,9,1,normal,0,0,0
Lang,9,2,normal,0,0,0
Lang,9,3,normal,0,0,0
Lang,9,4,normal,1,1,1
Lang,9,5,normal,0,0,0
Lang,9,1,time,0,0,0
Lang,9,2,time,0,0,0
Lang,9,3,time,0,0,0
Lang,9,4,time,0,0,0
Lang,9,5,time,1,0,0
Lang,9,1,mem,0,0,0
Lang,9,2,mem,0,0,0
Lang,9,3,mem,0,0,0
Lang,9,4,mem,0,0,0
Lang,9,5,mem,1,0,0
